[1] data=5.738382, mean=5.738382, var=0.000000
[557] data=0.296672, mean=2.940806, var=4.745737
[558] data=-1.142728, mean=2.933488, var=4.809897
[559] data=3.410699, mean=2.934342, var=4.796708
[560] data=7.117319, mean=2.941811, var=4.775596
[561] data=5.090595, mean=2.945642, var=4.752829
[562] data=1.696368, mean=2.943419, var=4.760188
[563] data=5.221294, mean=2.947465, var=4.737183
[564] data=-0.412288, mean=2.941508, var=4.783719
[565] data=2.303313, mean=2.940378, var=4.782592
[566] data=4.878505, mean=2.943802, var=4.760689
[567] data=3.644802, mean=2.945039, var=4.745903
[568] data=3.216252, mean=2.945516, var=4.734875
[569] data=5.434705, mean=2.949891, var=4.711724
[570] data=3.283378, mean=2.950476, var=4.700212
[571] data=2.735381, mean=2.950099, var=4.694276
[572] data=5.082097, mean=2.953827, var=4.672074
[573] data=4.418258, mean=2.956382, var=4.652604
[574] data=3.552438, mean=2.957421, var=4.638997
[575] data=6.866384, mean=2.964219, var=4.617340
[576] data=4.308246, mean=2.966552, var=4.598664
[577] data=1.458590, mean=2.963939, var=4.610073
[578] data=0.866591, mean=2.960310, var=4.631117
[579] data=4.432785, mean=2.962853, var=4.611846
[580] data=2.511543, mean=2.962075, var=4.608839
[581] data=6.055353, mean=2.967399, var=4.585887
[582] data=3.641527, mean=2.968558, var=4.571935
[583] data=2.122846, mean=2.967107, var=4.573898
[584] data=2.812717, mean=2.966843, var=4.567670
[585] data=0.649960, mean=2.962882, var=4.592427
[586] data=7.614447, mean=2.970820, var=4.574511
[587] data=1.639453, mean=2.968552, var=4.583157
[588] data=1.254260, mean=2.965636, var=4.597594
[589] data=7.546300, mean=2.973413, var=4.579321
[590] data=0.911256, mean=2.969918, var=4.599457
[591] data=6.575675, mean=2.976019, var=4.577482
[592] data=3.324722, mean=2.976608, var=4.566461
[593] data=5.598029, mean=2.981029, var=4.544081
[594] data=3.544455, mean=2.981977, var=4.531328
[595] data=3.163669, mean=2.982283, var=4.521952
[596] data=6.815225, mean=2.988714, var=4.500703
[597] data=2.531678, mean=2.987948, var=4.498073
[598] data=2.899722, mean=2.987801, var=4.491443
[599] data=6.494310, mean=2.993655, var=4.469539
[600] data=5.206225, mean=2.997342, var=4.448217
[601] data=5.309647, mean=3.001190, var=4.426695
[602] data=0.457544, mean=2.996965, var=4.455331
[603] data=9.334310, mean=3.007474, var=4.451540
[604] data=2.483070, mean=3.006606, var=4.449829
[605] data=3.278286, mean=3.007055, var=4.439904
[606] data=2.945793, mean=3.006954, var=4.433190
[607] data=-0.430614, mean=3.001291, var=4.479236
[608] data=0.063723, mean=2.996459, var=4.514921
[609] data=0.564765, mean=2.992466, var=4.541036
[610] data=3.843322, mean=2.993861, var=4.526454
[611] data=-1.473078, mean=2.986550, var=4.595228
[612] data=1.343097, mean=2.983865, var=4.608106
[613] data=-0.977194, mean=2.977403, var=4.664537
[614] data=3.196959, mean=2.977761, var=4.654896
[615] data=4.263783, mean=2.979852, var=4.637595
[616] data=0.173882, mean=2.975297, var=4.669865
[617] data=0.847082, mean=2.971847, var=4.690073
[618] data=3.556021, mean=2.972793, var=4.677434
[619] data=6.312447, mean=2.978188, var=4.655863
[620] data=3.379579, mean=2.978835, var=4.644769
[621] data=-1.721387, mean=2.971267, var=4.717697
[622] data=2.217789, mean=2.970055, var=4.718198
[623] data=3.437505, mean=2.970805, var=4.706531
[624] data=4.221702, mean=2.972810, var=4.689616
[625] data=4.262103, mean=2.974873, var=4.672538
[626] data=3.679311, mean=2.975998, var=4.659190
[627] data=2.233814, mean=2.974815, var=4.659658
[628] data=6.699524, mean=2.980746, var=4.639084
[629] data=1.534266, mean=2.978446, var=4.648690
[630] data=-0.682277, mean=2.972635, var=4.697019
[631] data=1.306090, mean=2.969994, var=4.709615
[632] data=2.598406, mean=2.969406, var=4.705862
[633] data=1.563755, mean=2.967186, var=4.714686
[634] data=3.774868, mean=2.968460, var=4.700739
[635] data=1.525903, mean=2.966188, var=4.710048
[636] data=2.409862, mean=2.965313, var=4.708300
[637] data=2.579353, mean=2.964707, var=4.704724
[638] data=-1.243643, mean=2.958111, var=4.764010
[639] data=5.513049, mean=2.962109, var=4.743158
[640] data=3.892522, mean=2.963563, var=4.728509
[641] data=3.803785, mean=2.964874, var=4.714485
[642] data=6.065395, mean=2.969703, var=4.693521
[643] data=1.345277, mean=2.967177, var=4.705271
[644] data=4.911594, mean=2.970196, var=4.685955
[645] data=-0.260539, mean=2.965187, var=4.724485
[646] data=3.469896, mean=2.965969, var=4.712946
[647] data=1.051502, mean=2.963010, var=4.728807
[648] data=0.165107, mean=2.958692, var=4.759061
[649] data=-1.482213, mean=2.951849, var=4.822388
[650] data=-3.850205, mean=2.941385, var=4.947522
[651] data=0.345143, mean=2.937397, var=4.973634
[652] data=6.183386, mean=2.942375, var=4.952958
[653] data=-1.083089, mean=2.936210, var=5.006278
[654] data=3.890802, mean=2.937670, var=4.991467
[655] data=2.475438, mean=2.936964, var=4.988305
[656] data=3.754856, mean=2.938211, var=4.974417
[657] data=3.482098, mean=2.939039, var=4.962444
[658] data=-0.342270, mean=2.934052, var=5.000440
[659] data=-1.483710, mean=2.927348, var=5.061597
[660] data=1.142011, mean=2.924643, var=5.074532
[661] data=3.814486, mean=2.925990, var=5.060198
[662] data=2.251615, mean=2.924971, var=5.059183
[663] data=2.744835, mean=2.924699, var=5.053185
[664] data=0.066894, mean=2.920395, var=5.082938
[665] data=8.192762, mean=2.928324, var=5.070801
[666] data=2.599491, mean=2.927830, var=5.066232
[667] data=-0.004287, mean=2.923434, var=5.097152
[668] data=7.287305, mean=2.929967, var=5.079862
[669] data=3.560607, mean=2.930909, var=5.067354
[670] data=-0.989937, mean=2.925057, var=5.116869
[671] data=-1.121674, mean=2.919026, var=5.168752
[672] data=3.334570, mean=2.919645, var=5.157717
[673] data=0.080614, mean=2.915426, var=5.186554
[674] data=1.396676, mean=2.913173, var=5.195371
[675] data=0.506290, mean=2.909607, var=5.216945
[676] data=6.177566, mean=2.914442, var=5.196930
[677] data=3.295444, mean=2.915004, var=5.186197
[678] data=3.729163, mean=2.916205, var=5.172542
[679] data=1.709062, mean=2.914427, var=5.177403
[680] data=5.237498, mean=2.917844, var=5.157847
[681] data=3.396362, mean=2.918546, var=5.146520
[682] data=0.215257, mean=2.914582, var=5.172727
[683] data=0.887853, mean=2.911615, var=5.188397
[684] data=5.235248, mean=2.915012, var=5.168958
[685] data=3.904463, mean=2.916457, var=5.154440
[686] data=6.519514, mean=2.921709, var=5.135249
[687] data=4.857447, mean=2.924527, var=5.116795
[688] data=1.544917, mean=2.922521, var=5.123811
[689] data=3.264542, mean=2.923018, var=5.113651
[690] data=2.346940, mean=2.922183, var=5.111586
[691] data=-1.082773, mean=2.916387, var=5.161109
[692] data=4.167032, mean=2.918194, var=5.145394
[693] data=7.158712, mean=2.924313, var=5.128232
[694] data=-0.427937, mean=2.919483, var=5.165158
[695] data=2.231505, mean=2.918493, var=5.164168
[696] data=0.967948, mean=2.915691, var=5.178510
[697] data=3.363751, mean=2.916333, var=5.167630
[698] data=2.956902, mean=2.916392, var=5.159891
[699] data=6.626915, mean=2.921700, var=5.141276
[700] data=3.050924, mean=2.921885, var=5.132879
[701] data=7.708823, mean=2.928713, var=5.118361
[702] data=1.806059, mean=2.927114, var=5.122201
[703] data=4.510095, mean=2.929366, var=5.105324
[704] data=2.476117, mean=2.928722, var=5.102124
[705] data=1.456035, mean=2.926633, var=5.110156
[706] data=4.227609, mean=2.928476, var=5.094553
[707] data=4.735367, mean=2.931032, var=5.077025
[708] data=-0.679448, mean=2.925932, var=5.118024
[709] data=3.993213, mean=2.927437, var=5.103623
[710] data=3.911157, mean=2.928823, var=5.089705
[711] data=-2.089206, mean=2.921765, var=5.159088
[712] data=3.934046, mean=2.923187, var=5.144992
[713] data=2.421208, mean=2.922483, var=5.142233
[714] data=2.891180, mean=2.922439, var=5.135288
[715] data=3.966761, mean=2.923900, var=5.121114
[716] data=7.380524, mean=2.930124, var=5.105327
[717] data=0.868077, mean=2.927248, var=5.120927
[718] data=-2.334949, mean=2.919919, var=5.195042
[719] data=4.820664, mean=2.922563, var=5.177432
[720] data=-0.461471, mean=2.917863, var=5.213498
[721] data=0.284210, mean=2.914210, var=5.237118
[722] data=4.248467, mean=2.916058, var=5.221582
[723] data=3.508962, mean=2.916878, var=5.210076
[724] data=0.723538, mean=2.913848, var=5.227130
[725] data=4.016733, mean=2.915370, var=5.212753
[726] data=5.235141, mean=2.918565, var=5.194385
[727] data=3.312446, mean=2.919107, var=5.184299
[728] data=2.379153, mean=2.918365, var=5.181895
[729] data=-1.078901, mean=2.912882, var=5.228561
[730] data=2.520626, mean=2.912344, var=5.224731
[731] data=1.399443, mean=2.910275, var=5.232728
[732] data=1.304022, mean=2.908080, var=5.241832
[733] data=6.026107, mean=2.912334, var=5.223235
[734] data=1.044674, mean=2.909790, var=5.235638
[735] data=1.786016, mean=2.908261, var=5.239102
[736] data=2.591333, mean=2.907830, var=5.234618
[737] data=5.271191, mean=2.911037, var=5.216475
[738] data=1.498205, mean=2.909122, var=5.223219
[739] data=0.645499, mean=2.906059, var=5.240840
[740] data=5.990220, mean=2.910227, var=5.222419
[741] data=4.496898, mean=2.912368, var=5.206330
[742] data=1.193206, mean=2.910052, var=5.216745
[743] data=0.779063, mean=2.907183, var=5.232467
[744] data=3.933584, mean=2.908563, var=5.218846
[745] data=4.017618, mean=2.910052, var=5.204851
[746] data=5.755792, mean=2.913866, var=5.186558
[747] data=3.083906, mean=2.914094, var=5.178331
[748] data=2.710720, mean=2.913822, var=5.173044
[749] data=4.551598, mean=2.916009, var=5.157000
[750] data=1.826316, mean=2.914556, var=5.160154
[751] data=1.933340, mean=2.913249, var=5.162157
[752] data=4.615966, mean=2.915513, var=5.145980
[753] data=4.098362, mean=2.917084, var=5.131864
[754] data=6.785681, mean=2.922215, var=5.115000
[755] data=0.135636, mean=2.918524, var=5.139996
[756] data=1.711734, mean=2.916928, var=5.144411
[757] data=0.900040, mean=2.914264, var=5.158477
[758] data=-0.092977, mean=2.910296, var=5.186634
[759] data=5.389099, mean=2.913562, var=5.168915
[760] data=-0.310174, mean=2.909320, var=5.200404
[761] data=1.734269, mean=2.907776, var=5.204341
[762] data=4.985088, mean=2.910502, var=5.187347
[763] data=1.177445, mean=2.908231, var=5.197662
[764] data=3.289852, mean=2.908731, var=5.188151
[765] data=3.667501, mean=2.909722, var=5.176365
[766] data=4.673254, mean=2.912025, var=5.160294
[767] data=5.931235, mean=2.915961, var=5.142554
[768] data=2.413852, mean=2.915307, var=5.139988
[769] data=4.439646, mean=2.917290, var=5.124790
[770] data=5.749329, mean=2.920968, var=5.107120
[771] data=5.988883, mean=2.924947, var=5.089486
[772] data=5.169104, mean=2.927854, var=5.072439
[773] data=3.092714, mean=2.928067, var=5.064667
[774] data=0.944561, mean=2.925504, var=5.078162
[775] data=-0.608099, mean=2.920945, var=5.114288
[776] data=1.607357, mean=2.919252, var=5.119779
[777] data=4.920429, mean=2.921827, var=5.103332
[778] data=3.822462, mean=2.922985, var=5.091065
[779] data=5.625538, mean=2.926454, var=5.073652
[780] data=3.774313, mean=2.927541, var=5.061721
[781] data=2.834266, mean=2.927422, var=5.055949
[782] data=3.295228, mean=2.927892, var=5.046909
[783] data=2.836337, mean=2.927775, var=5.041157
[784] data=5.043720, mean=2.930474, var=5.024660
[785] data=2.152854, mean=2.929484, var=5.024818
[786] data=2.449771, mean=2.928873, var=5.022284
[787] data=4.094470, mean=2.930354, var=5.008971
[788] data=6.055997, mean=2.934321, var=4.991793
[789] data=5.803413, mean=2.937957, var=4.974587
[790] data=3.700619, mean=2.938923, var=4.963366
[791] data=4.712807, mean=2.941165, var=4.947911
[792] data=1.318913, mean=2.939117, var=4.956997
[793] data=3.571511, mean=2.939914, var=4.946573
[794] data=1.783026, mean=2.938457, var=4.950570
[795] data=4.393925, mean=2.940288, var=4.936268
[796] data=1.696779, mean=2.938726, var=4.941168
[797] data=3.069412, mean=2.938890, var=4.934029
[798] data=0.738388, mean=2.936132, var=4.950066
[799] data=6.175195, mean=2.940186, var=4.933223
[800] data=0.883443, mean=2.937615, var=4.947411
[801] data=3.640696, mean=2.938493, var=4.936706
[802] data=-1.007176, mean=2.933573, var=4.978755
[803] data=3.868329, mean=2.934737, var=4.966828
[804] data=3.530226, mean=2.935478, var=4.956753
[805] data=5.511460, mean=2.938678, var=4.940078
[806] data=5.021799, mean=2.941263, var=4.924167
[807] data=2.929885, mean=2.941249, var=4.918148
[808] data=6.176411, mean=2.945252, var=4.901488
[809] data=1.240782, mean=2.943146, var=4.911392
[810] data=0.628241, mean=2.940288, var=4.928709
[811] data=1.668553, mean=2.938720, var=4.933819
[812] data=1.544741, mean=2.937003, var=4.940195
[813] data=4.581289, mean=2.939025, var=4.925585
[814] data=-1.607108, mean=2.933440, var=4.977610
[815] data=5.493899, mean=2.936582, var=4.961140
[816] data=5.122824, mean=2.939261, var=4.945206
[817] data=1.844994, mean=2.937922, var=4.948470
[818] data=7.319645, mean=2.943279, var=4.934436
[819] data=4.015402, mean=2.944588, var=4.922124
[820] data=1.644832, mean=2.943003, var=4.927489
[821] data=2.047435, mean=2.941912, var=4.928867
[822] data=3.267918, mean=2.942308, var=4.920672
[823] data=0.855028, mean=2.939772, var=4.934862
[824] data=2.149463, mean=2.938813, var=4.935254
[825] data=0.176454, mean=2.935465, var=4.958132
[826] data=2.864398, mean=2.935379, var=4.952639
[827] data=5.503456, mean=2.938484, var=4.936419
[828] data=0.176889, mean=2.935149, var=4.959200
[829] data=4.342704, mean=2.936847, var=4.945659
[830] data=6.151508, mean=2.940720, var=4.929426
[831] data=4.374865, mean=2.942445, var=4.915838
[832] data=3.060052, mean=2.942587, var=4.909116
[833] data=2.037685, mean=2.941500, var=4.910581
[834] data=4.795387, mean=2.943723, var=4.895758
[835] data=1.639043, mean=2.942161, var=4.901106
[836] data=2.410800, mean=2.941525, var=4.899311
[837] data=1.760094, mean=2.940114, var=4.903406
[838] data=3.870209, mean=2.941224, var=4.892073
[839] data=4.155794, mean=2.942671, var=4.879501
[840] data=3.672700, mean=2.943540, var=4.869222
[841] data=3.355244, mean=2.944030, var=4.860759
[842] data=0.163700, mean=2.940728, var=4.883541
[843] data=4.760665, mean=2.942887, var=4.869001
[844] data=6.050623, mean=2.946569, var=4.853027
[845] data=0.661844, mean=2.943865, var=4.869343
[846] data=5.501126, mean=2.946888, var=4.853544
[847] data=1.875419, mean=2.945623, var=4.856604
[848] data=3.231535, mean=2.945960, var=4.848991
[849] data=4.099310, mean=2.947319, var=4.836858
[850] data=2.597450, mean=2.946907, var=4.833731
[851] data=2.373100, mean=2.946233, var=4.832402
[852] data=-0.598750, mean=2.942072, var=4.865905
[853] data=5.429213, mean=2.944988, var=4.850319
[854] data=-1.973734, mean=2.939228, var=4.906748
[855] data=2.455896, mean=2.938663, var=4.904597
[856] data=4.123404, mean=2.940047, var=4.892388
[857] data=4.671642, mean=2.942067, var=4.878317
[858] data=0.827291, mean=2.939602, var=4.892300
[859] data=0.794783, mean=2.937106, var=4.906593
[860] data=1.035506, mean=2.934894, var=4.918042
[861] data=3.727596, mean=2.935815, var=4.907666
[862] data=7.001393, mean=2.940532, var=4.893475
[863] data=2.644130, mean=2.940188, var=4.889921
[864] data=8.041428, mean=2.946092, var=4.879672
[865] data=2.819558, mean=2.945946, var=4.874909
[866] data=3.654799, mean=2.946765, var=4.865047
[867] data=2.925889, mean=2.946740, var=4.859578
[868] data=0.750224, mean=2.944210, var=4.874404
[869] data=6.028164, mean=2.947759, var=4.858865
[870] data=1.304982, mean=2.945871, var=4.867482
[871] data=1.391803, mean=2.944086, var=4.875148
[872] data=-0.370387, mean=2.940285, var=4.904456
[873] data=2.278168, mean=2.939527, var=4.903789
[874] data=3.702592, mean=2.940400, var=4.893722
[875] data=2.557705, mean=2.939963, var=4.890862
[876] data=3.777385, mean=2.940919, var=4.880470
[877] data=5.387928, mean=2.943709, var=4.865343
[878] data=-0.157090, mean=2.940177, var=4.891473
[879] data=4.959394, mean=2.942474, var=4.877058
[880] data=3.266104, mean=2.942842, var=4.869476
[881] data=0.715586, mean=2.940314, var=4.884412
[882] data=2.985338, mean=2.940365, var=4.878577
[883] data=1.885934, mean=2.939171, var=4.881315
[884] data=3.027441, mean=2.939271, var=4.875216
[885] data=3.407840, mean=2.939800, var=4.866850
[886] data=3.345768, mean=2.940258, var=4.858854
[887] data=3.570322, mean=2.940969, var=4.849655
[888] data=2.697425, mean=2.940694, var=4.845870
[889] data=5.682609, mean=2.943779, var=4.830758
[890] data=5.934923, mean=2.947140, var=4.815618
[891] data=4.726657, mean=2.949137, var=4.802013
[892] data=1.343599, mean=2.947337, var=4.810106
[893] data=-0.407920, mean=2.943579, var=4.839396
[894] data=-0.674972, mean=2.939532, var=4.872372
[895] data=-0.288446, mean=2.935925, var=4.899701
[896] data=-0.228535, mean=2.932393, var=4.926076
[897] data=4.770981, mean=2.934443, var=4.912350
[898] data=3.238907, mean=2.934782, var=4.904997
[899] data=4.285272, mean=2.936284, var=4.892768
[900] data=3.227759, mean=2.936608, var=4.885528
[901] data=4.371341, mean=2.938201, var=4.873053
[902] data=1.123486, mean=2.936189, var=4.883090
[903] data=2.069757, mean=2.935229, var=4.884134
[904] data=5.785340, mean=2.938382, var=4.869230
[905] data=-0.313794, mean=2.934788, var=4.896582
[906] data=-0.192760, mean=2.931336, var=4.922168
[907] data=1.349175, mean=2.929592, var=4.929699
[908] data=1.945778, mean=2.928509, var=4.931668
[909] data=1.013811, mean=2.926402, var=4.942577
[910] data=0.663780, mean=2.923916, var=4.957279
[911] data=2.062323, mean=2.922970, var=4.958169
[912] data=0.273672, mean=2.920065, var=4.977356
[913] data=1.475619, mean=2.918483, var=4.983404
[914] data=1.784429, mean=2.917242, var=4.986582
[915] data=5.395127, mean=2.919950, var=4.972063
[916] data=3.695658, mean=2.920797, var=4.962355
[917] data=3.630967, mean=2.921572, var=4.952979
[918] data=4.938035, mean=2.923768, var=4.939196
[919] data=7.138801, mean=2.928355, var=4.926350
